Jour;Datation;Date_Format_1;Demiheure;Flux;Sous_Flux;Poids;Commande
Dimanche;21/01/2024;20240121;12:00:00;Open;Fibre;0,038298157;0
Dimanche;21/01/2024;20240121;12:30:00;Open;Fibre;0,034289432;0
Dimanche;21/01/2024;20240121;13:00:00;Open;Fibre;0,036083313;0
Dimanche;21/01/2024;20240121;13:30:00;Open;Fibre;0,040082471;0
Dimanche;21/01/2024;20240121;14:00:00;Open;Fibre;0,042957464;0
Dimanche;21/01/2024;20240121;14:30:00;Open;Fibre;0,041785461;0
Dimanche;21/01/2024;20240121;15:00:00;Open;Fibre;0,042349936;0
Dimanche;21/01/2024;20240121;15:30:00;Open;Fibre;0,043627179;0
Dimanche;21/01/2024;20240121;16:00:00;Open;Fibre;0,044292111;0
Dimanche;21/01/2024;20240121;16:30:00;Open;Fibre;0,042761333;0
Dimanche;21/01/2024;20240121;17:00:00;Open;Fibre;0,046516523;0
Dimanche;21/01/2024;20240121;17:30:00;Open;Fibre;0,0462008;0
Dimanche;21/01/2024;20240121;18:00:00;Open;Fibre;0,044698724;0
Dimanche;21/01/2024;20240121;18:30:00;Open;Fibre;0,037910679;0
Dimanche;21/01/2024;20240121;19:00:00;Open;Fibre;0,025310461;0
Dimanche;21/01/2024;20240121;19:30:00;Open;Fibre;0,016460649;0
Dimanche;21/01/2024;20240121;20:00:00;Open;Fibre;0;0
Dimanche;21/01/2024;20240121;20:30:00;Open;Fibre;0;0
Dimanche;21/01/2024;20240121;21:00:00;Open;Fibre;0;0
Dimanche;21/01/2024;20240121;21:30:00;Open;Fibre;0;0
Lundi;22/01/2024;20240122;08:00:00;Open;Fibre;0,021014715;32,32063106
Lundi;22/01/2024;20240122;08:30:00;Open;Fibre;0,027620979;42,48106619
Lundi;22/01/2024;20240122;09:00:00;Open;Fibre;0,043411913;66,76752263
Lundi;22/01/2024;20240122;09:30:00;Open;Fibre;0,054237385;83,41709879
Lundi;22/01/2024;20240122;10:00:00;Open;Fibre;0,060173935;92,54751153
Lundi;22/01/2024;20240122;10:30:00;Open;Fibre;0,06102543;93,85711142
Lundi;22/01/2024;20240122;11:00:00;Open;Fibre;0,058528348;90,01659938
Lundi;22/01/2024;20240122;11:30:00;Open;Fibre;0,050362603;77,45768355
Lundi;22/01/2024;20240122;12:00:00;Open;Fibre;0,038298157;58,90256597
Lundi;22/01/2024;20240122;12:30:00;Open;Fibre;0,034289432;52,73714625
Lundi;22/01/2024;20240122;13:00:00;Open;Fibre;0,036083313;55,49613479
Lundi;22/01/2024;20240122;13:30:00;Open;Fibre;0,040082471;61,6468399
Lundi;22/01/2024;20240122;14:00:00;Open;Fibre;0,042957464;66,06857886
Lundi;22/01/2024;20240122;14:30:00;Open;Fibre;0,041785461;64,26603969
Lundi;22/01/2024;20240122;15:00:00;Open;Fibre;0,042349936;65,13420141
Lundi;22/01/2024;20240122;15:30:00;Open;Fibre;0,043627179;67,09860125
Lundi;22/01/2024;20240122;16:00:00;Open;Fibre;0,044292111;68,12126634
Lundi;22/01/2024;20240122;16:30:00;Open;Fibre;0,042761333;65,76692945
Lundi;22/01/2024;20240122;17:00:00;Open;Fibre;0,046516523;71,54241212
Lundi;22/01/2024;20240122;17:30:00;Open;Fibre;0,0462008;71,05683014
Lundi;22/01/2024;20240122;18:00:00;Open;Fibre;0,044698724;68,74663707
Lundi;22/01/2024;20240122;18:30:00;Open;Fibre;0,037910679;58,30662444
Lundi;22/01/2024;20240122;19:00:00;Open;Fibre;0,025310461;38,92748895
Lundi;22/01/2024;20240122;19:30:00;Open;Fibre;0,016460649;25,31647883
Lundi;22/01/2024;20240122;20:00:00;Open;Fibre;0;0
Lundi;22/01/2024;20240122;20:30:00;Open;Fibre;0;0
Lundi;22/01/2024;20240122;21:00:00;Open;Fibre;0;0
Lundi;22/01/2024;20240122;21:30:00;Open;Fibre;0;0
Mardi;23/01/2024;20240123;08:00:00;Open;Fibre;0,021014715;26,1843344
Mardi;23/01/2024;20240123;08:30:00;Open;Fibre;0,027620979;34,41574023
Mardi;23/01/2024;20240123;09:00:00;Open;Fibre;0,043411913;54,09124395
Mardi;23/01/2024;20240123;09:30:00;Open;Fibre;0,054237385;67,57978225
Mardi;23/01/2024;20240123;10:00:00;Open;Fibre;0,060173935;74,9767226
Mardi;23/01/2024;20240123;10:30:00;Open;Fibre;0,06102543;76,03768585
Mardi;23/01/2024;20240123;11:00:00;Open;Fibre;0,058528348;72,92632173
Mardi;23/01/2024;20240123;11:30:00;Open;Fibre;0,050362603;62,75180345
Mardi;23/01/2024;20240123;12:00:00;Open;Fibre;0,038298157;47,71950403
Mardi;23/01/2024;20240123;12:30:00;Open;Fibre;0,034289432;42,72463213
Mardi;23/01/2024;20240123;13:00:00;Open;Fibre;0,036083313;44,9598075
Mardi;23/01/2024;20240123;13:30:00;Open;Fibre;0,040082471;49,94275846
Mardi;23/01/2024;20240123;14:00:00;Open;Fibre;0,042957464;53,52499952
Mardi;23/01/2024;20240123;14:30:00;Open;Fibre;0,041785461;52,06468495
Mardi;23/01/2024;20240123;15:00:00;Open;Fibre;0,042349936;52,76802013
Mardi;23/01/2024;20240123;15:30:00;Open;Fibre;0,043627179;54,35946499
Mardi;23/01/2024;20240123;16:00:00;Open;Fibre;0,044292111;55,18797
Mardi;23/01/2024;20240123;16:30:00;Open;Fibre;0,042761333;53,28062035
Mardi;23/01/2024;20240123;17:00:00;Open;Fibre;0,046516523;57,95958746
Mardi;23/01/2024;20240123;17:30:00;Open;Fibre;0,0462008;57,56619659
Mardi;23/01/2024;20240123;18:00:00;Open;Fibre;0,044698724;55,69460975
Mardi;23/01/2024;20240123;18:30:00;Open;Fibre;0,037910679;47,23670615
Mardi;23/01/2024;20240123;19:00:00;Open;Fibre;0,025310461;31,53683435
Mardi;23/01/2024;20240123;19:30:00;Open;Fibre;0,016460649;20,50996919
Mardi;23/01/2024;20240123;20:00:00;Open;Fibre;0;0
Mardi;23/01/2024;20240123;20:30:00;Open;Fibre;0;0
Mardi;23/01/2024;20240123;21:00:00;Open;Fibre;0;0
Mardi;23/01/2024;20240123;21:30:00;Open;Fibre;0;0
Mercredi;24/01/2024;20240124;08:00:00;Open;Fibre;0,021014715;28,74812958
Mercredi;24/01/2024;20240124;08:30:00;Open;Fibre;0,027620979;37,7854997
Mercredi;24/01/2024;20240124;09:00:00;Open;Fibre;0,043411913;59,38749737
Mercredi;24/01/2024;20240124;09:30:00;Open;Fibre;0,054237385;74,19674327
Mercredi;24/01/2024;20240124;10:00:00;Open;Fibre;0,060173935;82,31794263
Mercredi;24/01/2024;20240124;10:30:00;Open;Fibre;0,06102543;83,48278831
Mercredi;24/01/2024;20240124;11:00:00;Open;Fibre;0,058528348;80,0667802
Mercredi;24/01/2024;20240124;11:30:00;Open;Fibre;0,050362603;68,89604102
Mercredi;24/01/2024;20240124;12:00:00;Open;Fibre;0,038298157;52,39187922
Mercredi;24/01/2024;20240124;12:30:00;Open;Fibre;0,034289432;46,90794283
Mercredi;24/01/2024;20240124;13:00:00;Open;Fibre;0,036083313;49,36197164
Mercredi;24/01/2024;20240124;13:30:00;Open;Fibre;0,040082471;54,83281988
Mercredi;24/01/2024;20240124;14:00:00;Open;Fibre;0,042957464;58,76581007
Mercredi;24/01/2024;20240124;14:30:00;Open;Fibre;0,041785461;57,16251124
Mercredi;24/01/2024;20240124;15:00:00;Open;Fibre;0,042349936;57,93471231
Mercredi;24/01/2024;20240124;15:30:00;Open;Fibre;0,043627179;59,68198083
Mercredi;24/01/2024;20240124;16:00:00;Open;Fibre;0,044292111;60,59160751
Mercredi;24/01/2024;20240124;16:30:00;Open;Fibre;0,042761333;58,49750292
Mercredi;24/01/2024;20240124;17:00:00;Open;Fibre;0,046516523;63,63460324
Mercredi;24/01/2024;20240124;17:30:00;Open;Fibre;0,0462008;63,20269417
Mercredi;24/01/2024;20240124;18:00:00;Open;Fibre;0,044698724;61,14785404
Mercredi;24/01/2024;20240124;18:30:00;Open;Fibre;0,037910679;51,861809
Mercredi;24/01/2024;20240124;19:00:00;Open;Fibre;0,025310461;34,62471059
Mercredi;24/01/2024;20240124;19:30:00;Open;Fibre;0,016460649;22,51816842
Mercredi;24/01/2024;20240124;20:00:00;Open;Fibre;0;0
Mercredi;24/01/2024;20240124;20:30:00;Open;Fibre;0;0
Mercredi;24/01/2024;20240124;21:00:00;Open;Fibre;0;0
Mercredi;24/01/2024;20240124;21:30:00;Open;Fibre;0;0
Jeudi;25/01/2024;20240125;08:00:00;Open;Fibre;0,021014715;27,0459377
Jeudi;25/01/2024;20240125;08:30:00;Open;Fibre;0,027620979;35,54820038
Jeudi;25/01/2024;20240125;09:00:00;Open;Fibre;0,043411913;55,87113239
Jeudi;25/01/2024;20240125;09:30:00;Open;Fibre;0,054237385;69,80351505
Jeudi;25/01/2024;20240125;10:00:00;Open;Fibre;0,060173935;77,44385393
Jeudi;25/01/2024;20240125;10:30:00;Open;Fibre;0,06102543;78,53972848
Jeudi;25/01/2024;20240125;11:00:00;Open;Fibre;0,058528348;75,325984
Jeudi;25/01/2024;20240125;11:30:00;Open;Fibre;0,050362603;64,81667017
Jeudi;25/01/2024;20240125;12:00:00;Open;Fibre;0,038298157;49,28972848
Jeudi;25/01/2024;20240125;12:30:00;Open;Fibre;0,034289432;44,13049884
Jeudi;25/01/2024;20240125;13:00:00;Open;Fibre;0,036083313;46,43922332
Jeudi;25/01/2024;20240125;13:30:00;Open;Fibre;0,040082471;51,58613976
Jeudi;25/01/2024;20240125;14:00:00;Open;Fibre;0,042957464;55,28625553
Jeudi;25/01/2024;20240125;14:30:00;Open;Fibre;0,041785461;53,77788887
Jeudi;25/01/2024;20240125;15:00:00;Open;Fibre;0,042349936;54,5043675
Jeudi;25/01/2024;20240125;15:30:00;Open;Fibre;0,043627179;56,14817933
Jeudi;25/01/2024;20240125;16:00:00;Open;Fibre;0,044292111;57,00394654
Jeudi;25/01/2024;20240125;16:30:00;Open;Fibre;0,042761333;55,03383498
Jeudi;25/01/2024;20240125;17:00:00;Open;Fibre;0,046516523;59,86676489
Jeudi;25/01/2024;20240125;17:30:00;Open;Fibre;0,0462008;59,46042938
Jeudi;25/01/2024;20240125;18:00:00;Open;Fibre;0,044698724;57,52725742
Jeudi;25/01/2024;20240125;18:30:00;Open;Fibre;0,037910679;48,79104399
Jeudi;25/01/2024;20240125;19:00:00;Open;Fibre;0,025310461;32,57456325
Jeudi;25/01/2024;20240125;19:30:00;Open;Fibre;0,016460649;21,18485582
Jeudi;25/01/2024;20240125;20:00:00;Open;Fibre;0;0
Jeudi;25/01/2024;20240125;20:30:00;Open;Fibre;0;0
Jeudi;25/01/2024;20240125;21:00:00;Open;Fibre;0;0
Jeudi;25/01/2024;20240125;21:30:00;Open;Fibre;0;0
Vendredi;26/01/2024;20240126;08:00:00;Open;Fibre;0,021014715;24,92345152
Vendredi;26/01/2024;20240126;08:30:00;Open;Fibre;0,027620979;32,75848147
Vendredi;26/01/2024;20240126;09:00:00;Open;Fibre;0,043411913;51,48652915
Vendredi;26/01/2024;20240126;09:30:00;Open;Fibre;0,054237385;64,32553912
Vendredi;26/01/2024;20240126;10:00:00;Open;Fibre;0,060173935;71,36628652
Vendredi;26/01/2024;20240126;10:30:00;Open;Fibre;0,06102543;72,37616004
Vendredi;26/01/2024;20240126;11:00:00;Open;Fibre;0,058528348;69,41462085
Vendredi;26/01/2024;20240126;11:30:00;Open;Fibre;0,050362603;59,73004726
Vendredi;26/01/2024;20240126;12:00:00;Open;Fibre;0,038298157;45,42161459
Vendredi;26/01/2024;20240126;12:30:00;Open;Fibre;0,034289432;40,66726622
Vendredi;26/01/2024;20240126;13:00:00;Open;Fibre;0,036083313;42,79480875
Vendredi;26/01/2024;20240126;13:30:00;Open;Fibre;0,040082471;47,53781022
Vendredi;26/01/2024;20240126;14:00:00;Open;Fibre;0,042957464;50,94755171
Vendredi;26/01/2024;20240126;14:30:00;Open;Fibre;0,041785461;49,55755726
Vendredi;26/01/2024;20240126;15:00:00;Open;Fibre;0,042349936;50,22702398
Vendredi;26/01/2024;20240126;15:30:00;Open;Fibre;0,043627179;51,74183425
Vendredi;26/01/2024;20240126;16:00:00;Open;Fibre;0,044292111;52,53044335
Vendredi;26/01/2024;20240126;16:30:00;Open;Fibre;0,042761333;50,7149404
Vendredi;26/01/2024;20240126;17:00:00;Open;Fibre;0,046516523;55,16859609
Vendredi;26/01/2024;20240126;17:30:00;Open;Fibre;0,0462008;54,7941486
Vendredi;26/01/2024;20240126;18:00:00;Open;Fibre;0,044698724;53,01268632
Vendredi;26/01/2024;20240126;18:30:00;Open;Fibre;0,037910679;44,9620654
Vendredi;26/01/2024;20240126;19:00:00;Open;Fibre;0,025310461;30,01820669
Vendredi;26/01/2024;20240126;19:30:00;Open;Fibre;0,016460649;19,52233023
Vendredi;26/01/2024;20240126;20:00:00;Open;Fibre;0;0
Vendredi;26/01/2024;20240126;20:30:00;Open;Fibre;0;0
Vendredi;26/01/2024;20240126;21:00:00;Open;Fibre;0;0
Vendredi;26/01/2024;20240126;21:30:00;Open;Fibre;0;0
Samedi;27/01/2024;20240127;08:00:00;Open;Fibre;0,021014715;15,29871223
Samedi;27/01/2024;20240127;08:30:00;Open;Fibre;0,027620979;20,10807294
Samedi;27/01/2024;20240127;09:00:00;Open;Fibre;0,043411913;31,60387287
Samedi;27/01/2024;20240127;09:30:00;Open;Fibre;0,054237385;39,48481659
Samedi;27/01/2024;20240127;10:00:00;Open;Fibre;0,060173935;43,80662444
Samedi;27/01/2024;20240127;10:30:00;Open;Fibre;0,06102543;44,42651308
Samedi;27/01/2024;20240127;11:00:00;Open;Fibre;0,058528348;42,60863742
Samedi;27/01/2024;20240127;11:30:00;Open;Fibre;0,050362603;36,66397505
Samedi;27/01/2024;20240127;12:00:00;Open;Fibre;0,038298157;27,88105853
Samedi;27/01/2024;20240127;12:30:00;Open;Fibre;0,034289432;24,96270642
Samedi;27/01/2024;20240127;13:00:00;Open;Fibre;0,036083313;26,26865158
Samedi;27/01/2024;20240127;13:30:00;Open;Fibre;0,040082471;29,18003865
Samedi;27/01/2024;20240127;14:00:00;Open;Fibre;0,042957464;31,27303343
Samedi;27/01/2024;20240127;14:30:00;Open;Fibre;0,041785461;30,41981592
Samedi;27/01/2024;20240127;15:00:00;Open;Fibre;0,042349936;30,83075333
Samedi;27/01/2024;20240127;15:30:00;Open;Fibre;0,043627179;31,76058629
Samedi;27/01/2024;20240127;16:00:00;Open;Fibre;0,044292111;32,24465663
Samedi;27/01/2024;20240127;16:30:00;Open;Fibre;0,042761333;31,13025009
Samedi;27/01/2024;20240127;17:00:00;Open;Fibre;0,046516523;33,86402863
Samedi;27/01/2024;20240127;17:30:00;Open;Fibre;0,0462008;33,63418228
Samedi;27/01/2024;20240127;18:00:00;Open;Fibre;0,044698724;32,54067086
Samedi;27/01/2024;20240127;18:30:00;Open;Fibre;0,037910679;27,59897438
Samedi;27/01/2024;20240127;19:00:00;Open;Fibre;0,025310461;18,42601558
Samedi;27/01/2024;20240127;19:30:00;Open;Fibre;0,016460649;11,98335279
Samedi;27/01/2024;20240127;20:00:00;Open;Fibre;0;0
Samedi;27/01/2024;20240127;20:30:00;Open;Fibre;0;0
Samedi;27/01/2024;20240127;21:00:00;Open;Fibre;0;0
Samedi;27/01/2024;20240127;21:30:00;Open;Fibre;0;0
Dimanche;28/01/2024;20240128;08:00:00;Open;Fibre;0,021014715;0
Dimanche;28/01/2024;20240128;08:30:00;Open;Fibre;0,027620979;0
Dimanche;28/01/2024;20240128;09:00:00;Open;Fibre;0,043411913;0
Dimanche;28/01/2024;20240128;09:30:00;Open;Fibre;0,054237385;0
Dimanche;28/01/2024;20240128;10:00:00;Open;Fibre;0,060173935;0
Dimanche;28/01/2024;20240128;10:30:00;Open;Fibre;0,06102543;0
Dimanche;28/01/2024;20240128;11:00:00;Open;Fibre;0,058528348;0
Dimanche;28/01/2024;20240128;11:30:00;Open;Fibre;0,050362603;0
Dimanche;28/01/2024;20240128;12:00:00;Open;Fibre;0,038298157;0
Dimanche;28/01/2024;20240128;12:30:00;Open;Fibre;0,034289432;0
Dimanche;28/01/2024;20240128;13:00:00;Open;Fibre;0,036083313;0
Dimanche;28/01/2024;20240128;13:30:00;Open;Fibre;0,040082471;0
Dimanche;28/01/2024;20240128;14:00:00;Open;Fibre;0,042957464;0
Dimanche;28/01/2024;20240128;14:30:00;Open;Fibre;0,041785461;0
Dimanche;28/01/2024;20240128;15:00:00;Open;Fibre;0,042349936;0
Dimanche;28/01/2024;20240128;15:30:00;Open;Fibre;0,043627179;0
Dimanche;28/01/2024;20240128;16:00:00;Open;Fibre;0,044292111;0
Dimanche;28/01/2024;20240128;16:30:00;Open;Fibre;0,042761333;0
Dimanche;28/01/2024;20240128;17:00:00;Open;Fibre;0,046516523;0
Dimanche;28/01/2024;20240128;17:30:00;Open;Fibre;0,0462008;0
Dimanche;28/01/2024;20240128;18:00:00;Open;Fibre;0,044698724;0
Dimanche;28/01/2024;20240128;18:30:00;Open;Fibre;0,037910679;0
Dimanche;28/01/2024;20240128;19:00:00;Open;Fibre;0,025310461;0
Dimanche;28/01/2024;20240128;19:30:00;Open;Fibre;0,016460649;0
Dimanche;28/01/2024;20240128;20:00:00;Open;Fibre;0;0
Dimanche;28/01/2024;20240128;20:30:00;Open;Fibre;0;0
Dimanche;28/01/2024;20240128;21:00:00;Open;Fibre;0;0
Dimanche;28/01/2024;20240128;21:30:00;Open;Fibre;0;0
Lundi;29/01/2024;20240129;08:00:00;Open;Fibre;0,021014715;32,76194007
Lundi;29/01/2024;20240129;08:30:00;Open;Fibre;0,027620979;43,06110675
Lundi;29/01/2024;20240129;09:00:00;Open;Fibre;0,043411913;67,67917281
Lundi;29/01/2024;20240129;09:30:00;Open;Fibre;0,054237385;84,55608389
Lundi;29/01/2024;20240129;10:00:00;Open;Fibre;0,060173935;93,81116416
Lundi;29/01/2024;20240129;10:30:00;Open;Fibre;0,06102543;95,13864545
Lundi;29/01/2024;20240129;11:00:00;Open;Fibre;0,058528348;91,24569469
Lundi;29/01/2024;20240129;11:30:00;Open;Fibre;0,050362603;78,51529821
Lundi;29/01/2024;20240129;12:00:00;Open;Fibre;0,038298157;59,70682727
Lundi;29/01/2024;20240129;12:30:00;Open;Fibre;0,034289432;53,45722432
Lundi;29/01/2024;20240129;13:00:00;Open;Fibre;0,036083313;56,25388435
Lundi;29/01/2024;20240129;13:30:00;Open;Fibre;0,040082471;62,48857178
Lundi;29/01/2024;20240129;14:00:00;Open;Fibre;0,042957464;66,9706856
Lundi;29/01/2024;20240129;14:30:00;Open;Fibre;0,041785461;65,14353438
Lundi;29/01/2024;20240129;15:00:00;Open;Fibre;0,042349936;66,02355007
Lundi;29/01/2024;20240129;15:30:00;Open;Fibre;0,043627179;68,01477201
Lundi;29/01/2024;20240129;16:00:00;Open;Fibre;0,044292111;69,05140066
Lundi;29/01/2024;20240129;16:30:00;Open;Fibre;0,042761333;66,66491743
Lundi;29/01/2024;20240129;17:00:00;Open;Fibre;0,046516523;72,5192591
Lundi;29/01/2024;20240129;17:30:00;Open;Fibre;0,0462008;72,02704694
Lundi;29/01/2024;20240129;18:00:00;Open;Fibre;0,044698724;69,68531027
Lundi;29/01/2024;20240129;18:30:00;Open;Fibre;0,037910679;59,1027487
Lundi;29/01/2024;20240129;19:00:00;Open;Fibre;0,025310461;39,45900863
Lundi;29/01/2024;20240129;19:30:00;Open;Fibre;0,016460649;25,66215247
Lundi;29/01/2024;20240129;20:00:00;Open;Fibre;0;0
Lundi;29/01/2024;20240129;20:30:00;Open;Fibre;0;0
Lundi;29/01/2024;20240129;21:00:00;Open;Fibre;0;0
Lundi;29/01/2024;20240129;21:30:00;Open;Fibre;0;0
Mardi;30/01/2024;20240130;08:00:00;Open;Fibre;0,021014715;25,44881939
Mardi;30/01/2024;20240130;08:30:00;Open;Fibre;0,027620979;33,44900595
Mardi;30/01/2024;20240130;09:00:00;Open;Fibre;0,043411913;52,57182698
Mardi;30/01/2024;20240130;09:30:00;Open;Fibre;0,054237385;65,68147376
Mardi;30/01/2024;20240130;10:00:00;Open;Fibre;0,060173935;72,87063489
Mardi;30/01/2024;20240130;10:30:00;Open;Fibre;0,06102543;73,90179579
Mardi;30/01/2024;20240130;11:00:00;Open;Fibre;0,058528348;70,87782955
Mardi;30/01/2024;20240130;11:30:00;Open;Fibre;0,050362603;60,98911234
Mardi;30/01/2024;20240130;12:00:00;Open;Fibre;0,038298157;46,37906852
Mardi;30/01/2024;20240130;12:30:00;Open;Fibre;0,034289432;41,52450202
Mardi;30/01/2024;20240130;13:00:00;Open;Fibre;0,036083313;43,69689156
Mardi;30/01/2024;20240130;13:30:00;Open;Fibre;0,040082471;48,53987199
Mardi;30/01/2024;20240130;14:00:00;Open;Fibre;0,042957464;52,0214883
Mardi;30/01/2024;20240130;14:30:00;Open;Fibre;0,041785461;50,6021938
Mardi;30/01/2024;20240130;15:00:00;Open;Fibre;0,042349936;51,28577237
Mardi;30/01/2024;20240130;15:30:00;Open;Fibre;0,043627179;52,83251373
Mardi;30/01/2024;20240130;16:00:00;Open;Fibre;0,044292111;53,63774612
Mardi;30/01/2024;20240130;16:30:00;Open;Fibre;0,042761333;51,78397371
Mardi;30/01/2024;20240130;17:00:00;Open;Fibre;0,046516523;56,33150916
Mardi;30/01/2024;20240130;17:30:00;Open;Fibre;0,0462008;55,9491686
Mardi;30/01/2024;20240130;18:00:00;Open;Fibre;0,044698724;54,13015442
Mardi;30/01/2024;20240130;18:30:00;Open;Fibre;0,037910679;45,90983238
Mardi;30/01/2024;20240130;19:00:00;Open;Fibre;0,025310461;30,65096822
Mardi;30/01/2024;20240130;19:30:00;Open;Fibre;0,016460649;19,93384646
Mardi;30/01/2024;20240130;20:00:00;Open;Fibre;0;0
Mardi;30/01/2024;20240130;20:30:00;Open;Fibre;0;0
Mardi;30/01/2024;20240130;21:00:00;Open;Fibre;0;0
Mardi;30/01/2024;20240130;21:30:00;Open;Fibre;0;0
Mercredi;31/01/2024;20240131;08:00:00;Open;Fibre;0,021014715;29,08436501
Mercredi;31/01/2024;20240131;08:30:00;Open;Fibre;0,027620979;38,22743537
Mercredi;31/01/2024;20240131;09:00:00;Open;Fibre;0,043411913;60,08208798
Mercredi;31/01/2024;20240131;09:30:00;Open;Fibre;0,054237385;75,06454144
Mercredi;31/01/2024;20240131;10:00:00;Open;Fibre;0,060173935;83,28072559
Mercredi;31/01/2024;20240131;10:30:00;Open;Fibre;0,06102543;84,45919519
Mercredi;31/01/2024;20240131;11:00:00;Open;Fibre;0,058528348;81,00323377
Mercredi;31/01/2024;20240131;11:30:00;Open;Fibre;0,050362603;69,70184267
Mercredi;31/01/2024;20240131;12:00:00;Open;Fibre;0,038298157;53,00464974
Mercredi;31/01/2024;20240131;12:30:00;Open;Fibre;0,034289432;47,45657374
Mercredi;31/01/2024;20240131;13:00:00;Open;Fibre;0,036083313;49,93930464
Mercredi;31/01/2024;20240131;13:30:00;Open;Fibre;0,040082471;55,47413942
Mercredi;31/01/2024;20240131;14:00:00;Open;Fibre;0,042957464;59,45312948
Mercredi;31/01/2024;20240131;14:30:00;Open;Fibre;0,041785461;57,83107862
Mercredi;31/01/2024;20240131;15:00:00;Open;Fibre;0,042349936;58,61231128
Mercredi;31/01/2024;20240131;15:30:00;Open;Fibre;0,043627179;60,38001569
Mercredi;31/01/2024;20240131;16:00:00;Open;Fibre;0,044292111;61,30028128
Mercredi;31/01/2024;20240131;16:30:00;Open;Fibre;0,042761333;59,18168424
Mercredi;31/01/2024;20240131;17:00:00;Open;Fibre;0,046516523;64,37886761
Mercredi;31/01/2024;20240131;17:30:00;Open;Fibre;0,0462008;63,94190697
Mercredi;31/01/2024;20240131;18:00:00;Open;Fibre;0,044698724;61,86303362
Mercredi;31/01/2024;20240131;18:30:00;Open;Fibre;0,037910679;52,46837986
Mercredi;31/01/2024;20240131;19:00:00;Open;Fibre;0,025310461;35,02967796
Mercredi;31/01/2024;20240131;19:30:00;Open;Fibre;0,016460649;22,78153881
Mercredi;31/01/2024;20240131;20:00:00;Open;Fibre;0;0
Mercredi;31/01/2024;20240131;20:30:00;Open;Fibre;0;0
Mercredi;31/01/2024;20240131;21:00:00;Open;Fibre;0;0
Mercredi;31/01/2024;20240131;21:30:00;Open;Fibre;0;0
Lundi;01/01/2024;20240101;08:00:00;Open;ADSL;0,021014715;0
Lundi;01/01/2024;20240101;08:30:00;Open;ADSL;0,027620979;0
Lundi;01/01/2024;20240101;09:00:00;Open;ADSL;0,043411913;0
Lundi;01/01/2024;20240101;09:30:00;Open;ADSL;0,054237385;0
Lundi;01/01/2024;20240101;10:00:00;Open;ADSL;0,060173935;0
Lundi;01/01/2024;20240101;10:30:00;Open;ADSL;0,06102543;0
Lundi;01/01/2024;20240101;11:00:00;Open;ADSL;0,058528348;0
Lundi;01/01/2024;20240101;11:30:00;Open;ADSL;0,050362603;0
Lundi;01/01/2024;20240101;12:00:00;Open;ADSL;0,038298157;0
Lundi;01/01/2024;20240101;12:30:00;Open;ADSL;0,034289432;0
Lundi;01/01/2024;20240101;13:00:00;Open;ADSL;0,036083313;0
Lundi;01/01/2024;20240101;13:30:00;Open;ADSL;0,040082471;0
Lundi;01/01/2024;20240101;14:00:00;Open;ADSL;0,042957464;0
Lundi;01/01/2024;20240101;14:30:00;Open;ADSL;0,041785461;0
Lundi;01/01/2024;20240101;15:00:00;Open;ADSL;0,042349936;0
Lundi;01/01/2024;20240101;15:30:00;Open;ADSL;0,043627179;0
Lundi;01/01/2024;20240101;16:00:00;Open;ADSL;0,044292111;0
Lundi;01/01/2024;20240101;16:30:00;Open;ADSL;0,042761333;0
Lundi;01/01/2024;20240101;17:00:00;Open;ADSL;0,046516523;0
Lundi;01/01/2024;20240101;17:30:00;Open;ADSL;0,0462008;0
Lundi;01/01/2024;20240101;18:00:00;Open;ADSL;0,044698724;0
Lundi;01/01/2024;20240101;18:30:00;Open;ADSL;0,037910679;0
Lundi;01/01/2024;20240101;19:00:00;Open;ADSL;0,025310461;0
Lundi;01/01/2024;20240101;19:30:00;Open;ADSL;0,016460649;0
Lundi;01/01/2024;20240101;20:00:00;Open;ADSL;0;0
Lundi;01/01/2024;20240101;20:30:00;Open;ADSL;0;0
Lundi;01/01/2024;20240101;21:00:00;Open;ADSL;0;0
Lundi;01/01/2024;20240101;21:30:00;Open;ADSL;0;0
Mardi;02/01/2024;20240102;08:00:00;Open;ADSL;0,021014715;49,53168233
Mardi;02/01/2024;20240102;08:30:00;Open;ADSL;0,027620979;65,10264825
Mardi;02/01/2024;20240102;09:00:00;Open;ADSL;0,043411913;102,3218796
Mardi;02/01/2024;20240102;09:30:00;Open;ADSL;0,054237385;127,8375175
Mardi;02/01/2024;20240102;10:00:00;Open;ADSL;0,060173935;141,829964
Mardi;02/01/2024;20240102;10:30:00;Open;ADSL;0,06102543;143,8369386
Mardi;02/01/2024;20240102;11:00:00;Open;ADSL;0,058528348;137,9513165
Mardi;02/01/2024;20240102;11:30:00;Open;ADSL;0,050362603;118,7046555
Mardi;02/01/2024;20240102;12:00:00;Open;ADSL;0,038298157;90,26875682
Mardi;02/01/2024;20240102;12:30:00;Open;ADSL;0,034289432;80,82019096
Mardi;02/01/2024;20240102;13:00:00;Open;ADSL;0,036083313;85,04836781
Mardi;02/01/2024;20240102;13:30:00;Open;ADSL;0,040082471;94,47438338
Mardi;02/01/2024;20240102;14:00:00;Open;ADSL;0,042957464;101,2507415
Mardi;02/01/2024;20240102;14:30:00;Open;ADSL;0,041785461;98,4883326
Mardi;02/01/2024;20240102;15:00:00;Open;ADSL;0,042349936;99,81879891
