Datation;Flux;Activité ou Campagne;Prevision;Capacitaire;Presentes;Traites;DMT;QP;QS;QE
2023-07-01;Convergents + Mobile;ORANGE AC;2544,4444444444443;2536,783295;2563,0;2501,0;540,9834839728218;1,007292576419214;0,9758095981271947;0,9829257641921397
2023-07-02;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-03;Convergents + Mobile;ORANGE AC;5226,666666666667;5357,023762;5799,0;5640,0;541,526614858156;1,1095025510204082;0,9725814795654423;1,0790816326530612
2023-07-04;Convergents + Mobile;ORANGE AC;4537,777777777778;4914,098566;5245,0;4875,0;559,0829318507891;1,1558521057786482;0,9294566253574833;1,0743143976493632
2023-07-05;Convergents + Mobile;ORANGE AC;4658,888888888889;5101,761905;6040,0;5585,0;573,1295768102985;1,2964464583830193;0,9246688741721855;1,1987836870975437
2023-07-06;Convergents + Mobile;ORANGE AC;4231,111111111111;4496,402761;5142,0;4167,0;577,1383983128464;1,2152836134453782;0,8103850641773629;0,9848476890756303
2023-07-07;Convergents + Mobile;ORANGE AC;4283,333333333334;4414,339993;4894,0;4655,0;589,053789954926;1,1425680933852138;0,9511646914589293;1,0867704280155641
2023-07-08;Convergents + Mobile;ORANGE AC;2666,666666666667;2794,862248;2615,0;2486,0;586,910906154465;0,9806249999999999;0,9506692160611855;0,9322499999999999
2023-07-09;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-10;Convergents + Mobile;ORANGE AC;5922,222222222223;6555,315934;5433,0;5347,0;580,6301494764398;0,9173921200750469;0,9841708080250322;0,9028705440900562
2023-07-11;Convergents + Mobile;ORANGE AC;4998,888888888889;6341,757898;4680,0;4629,0;619,6310849643551;0,9362080462324961;0,9891025641025641;0,9260057790620139
2023-07-12;Convergents + Mobile;ORANGE AC;4943,333333333334;6553,733282;5803,0;5498,0;600,8239504545454;1,1739042481456505;0,9474409788040669;1,1122049898853674
2023-07-13;Convergents + Mobile;ORANGE AC;4416,666666666667;5748,729239;5063,0;4744,0;625,2917330876157;1,1463396226415095;0,936993877147936;1,0741132075471698
2023-07-14;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-15;Convergents + Mobile;ORANGE AC;2830,0;3621,202623;3195,0;2866,0;625,1652610394141;1,1289752650176679;0,8970266040688576;1,012720848056537
2023-07-16;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-17;Convergents + Mobile;ORANGE AC;5502,222222222223;5370,63283;7138,0;6251,0;593,9715820828668;1,2972940226171243;0,8757355001400953;1,1360864297253634
2023-07-18;Convergents + Mobile;ORANGE AC;4775,555555555556;5245,34521;5209,0;5064,0;626,5081197235933;1,0907631456491391;0,9721635630639278;1,0604001861330852
2023-07-19;Convergents + Mobile;ORANGE AC;4907,777777777778;5445,658448;5604,0;5230,0;614,9054382234957;1,1418609916232736;0,9332619557458958;1,0656554222322843
2023-07-20;Convergents + Mobile;ORANGE AC;4455,555555555556;4818,964176;4845,0;4682,0;630,3124192439129;1,0874064837905237;0,9663570691434469;1,0508229426433915
2023-07-21;Convergents + Mobile;ORANGE AC;4508,888888888889;4684,354951;6286,0;5562,0;596,9003701867816;1,394135041892558;0,8848234171174038;1,233563331690488
2023-07-22;Convergents + Mobile;ORANGE AC;2810,0;2965,817502;2923,0;2817,0;621,1705331203408;1,0402135231316727;0,9637358877865208;1,002491103202847
2023-07-23;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-24;Convergents + Mobile;ORANGE AC;5568,888888888889;5274,132171;5943,0;5735,0;613,1103731392715;1,0671787709497207;0,9650008413259297;1,029828411811652
2023-07-25;Convergents + Mobile;ORANGE AC;4836,666666666667;5150,703312;5286,0;4828,0;619,5673524233637;1,0929014472777394;0,9133560348089292;0,9982081323225361
2023-07-26;Convergents + Mobile;ORANGE AC;4966,666666666667;5347,402293;5633,0;5278,0;642,4013745027468;1,1341610738255032;0,9369785194390201;1,0626845637583893
2023-07-27;Convergents + Mobile;ORANGE AC;4510,0;4709,720944;5061,0;4719,0;647,3306552001695;1,1221729490022172;0,9324244220509781;1,0463414634146342
2023-07-28;Convergents + Mobile;ORANGE AC;4563,333333333334;4642,599031;4863,0;4543,0;655,3227944309928;1,0656683710737764;0,9341969977380218;0,99554419284149
2023-07-29;Convergents + Mobile;ORANGE AC;2843,3333333333335;2939,380471;3376,0;3050,0;621,8564225827597;1,1873388042203985;0,9034360189573459;1,0726846424384524
2023-07-30;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-07-31;Convergents + Mobile;ORANGE AC;5572,222222222223;5227,119029;6539,0;5755,0;635,483131155517;1,1734995014955134;0,8801039914359994;1,0328015952143568
2023-08-01;Convergents + Mobile;ORANGE AC;4651,111111111111;5102,169005;5376,0;5083,0;636,8080753688766;1,1558528428093644;0,9454985119047619;1,0928571428571427
2023-08-02;Convergents + Mobile;ORANGE AC;4762,222222222223;5297,014521;4942,0;4685,0;658,7465998932992;1,0377508166122258;0,9479967624443545;0,9837844143723751
2023-08-03;Convergents + Mobile;ORANGE AC;4333,333333333334;4645,066787;4197,0;4089,0;650,7442278552213;0,9685384615384613;0,9742673338098642;0,9436153846153845
2023-08-04;Convergents + Mobile;ORANGE AC;4378,888888888889;4578,86631;5213,0;4604,0;643,4057765255158;1,1904846485663538;0,8831766737003645;1,0514082720121798
2023-08-05;Convergents + Mobile;ORANGE AC;2732,222222222222;2899,029212;3216,0;2979,0;637,0855936891575;1,177063847092314;0,9263059701492538;1,0903212688084587
2023-08-06;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-08-07;Convergents + Mobile;ORANGE AC;5336,666666666667;5155,362129;5954,0;5461,0;646,138591962651;1,1156777014366022;0,9171985220020155;1,0232979387882573
2023-08-08;Convergents + Mobile;ORANGE AC;4636,666666666667;4985,686669;4631,0;4508,0;639,5726451419698;0,9987778576563623;0,9734398618009069;0,9722501797268152
2023-08-09;Convergents + Mobile;ORANGE AC;4748,888888888889;5153,409371;4936,0;4831,0;635,5806621716649;1,0394010294805802;0,9787277147487844;1,0172905942910624
2023-08-10;Convergents + Mobile;ORANGE AC;4323,333333333334;4538,053009;4073,0;4035,0;634,1032323915738;0,9420971472629143;0,9906702676160078;0,9333076329992288
2023-08-11;Convergents + Mobile;ORANGE AC;4363,333333333334;4473,37767;4667,0;4574,0;608,3164743169399;1,0695951107715813;0,9800728519391472;1,0482811306340716
2023-08-12;Convergents + Mobile;ORANGE AC;2724,4444444444443;2807,195313;2621,0;2551,0;615,8129835750685;0,962030995106036;0,9732926363983212;0,9363376835236542
2023-08-13;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-08-14;Convergents + Mobile;ORANGE AC;4928,888888888889;6112,468864;5168,0;5066,0;657,075329149398;1,048512173128945;0,9802631578947368;1,0278178539224527
2023-08-15;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-08-16;Convergents + Mobile;ORANGE AC;5661,111111111111;6192,815727;7015,0;5864,0;648,6325354244801;1,2391560353287536;0,8359230220955096;1,035839057899902
2023-08-17;Convergents + Mobile;ORANGE AC;4656,666666666667;5488,327007;5140,0;4994,0;641,7160961954346;1,1037938439513242;0,9715953307392996;1,0724409448818897
2023-08-18;Convergents + Mobile;ORANGE AC;4734,444444444445;5383,199301;4663,0;4568,0;650,5510482267952;0,984909645623093;0,979626849667596;0,964843933348979
2023-08-19;Convergents + Mobile;ORANGE AC;2927,777777777778;3408,278594;2796,0;2710,0;657,2692843911439;0,9549905123339658;0,969241773962804;0,9256166982922202
2023-08-20;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-08-21;Convergents + Mobile;ORANGE AC;5376,666666666667;4949,988932;6775,0;5722,0;638,2316443842795;1,2600743955362677;0,8445756457564576;1,0642281463112213
2023-08-22;Convergents + Mobile;ORANGE AC;4673,333333333334;4854,64404;5156,0;4738,0;640,1219102152806;1,103281027104137;0,9189294026377036;1,0138373751783165
2023-08-23;Convergents + Mobile;ORANGE AC;4782,222222222223;5017,362387;4621,0;4351,0;666,5375509880514;0,9662871747211895;0,9415710885089807;0,909828066914498
2023-08-24;Convergents + Mobile;ORANGE AC;4350,0;4399,82688;4575,0;4003,0;641,0309343515273;1,0517241379310345;0,8749726775956285;0,9202298850574713
2023-08-25;Convergents + Mobile;ORANGE AC;4398,888888888889;4315,144709;4680,0;4327,0;655,5154050381327;1,063905026521849;0,9245726495726496;0,983657489264966
2023-08-26;Convergents + Mobile;ORANGE AC;2743,3333333333335;2732,058487;2993,0;2898,0;633,5206152864044;1,0910085054678007;0,9682592716338122;1,0563791008505468
2023-08-27;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-08-28;Convergents + Mobile;ORANGE AC;6018,88888888889;5573,154417;6632,0;5858,0;665,6505649359522;1,1018645006461139;0,8832931242460796;0,9732693372715524
2023-08-29;Convergents + Mobile;ORANGE AC;5230,0;5465,806339;5469,0;5020,0;665,5972523306773;1,045697896749522;0,9179008959590419;0,9598470363288719
2023-08-30;Convergents + Mobile;ORANGE AC;5353,333333333334;5647,847563;6118,0;5283,0;636,7212288417865;1,1428393524283933;0,8635174893756129;0,9868617683686176
2023-08-31;Convergents + Mobile;ORANGE AC;4871,111111111111;4974,265579;5582,0;4693,0;638,9014867462178;1,1459397810218979;0,8407380867072733;0,9634352189781021
2023-09-01;Convergents + Mobile;ORANGE AC;4920,0;4837,01724;7089,0;4430,0;664,4277570428894;1,4408536585365854;0,6249118352376922;0,9004065040650406
2023-09-02;Convergents + Mobile;ORANGE AC;3073,3333333333335;3035,201844;3589,0;3119,0;638,9040877204233;1,1677874186550976;0,8690443020339927;1,0148590021691974
2023-09-03;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-09-04;Convergents + Mobile;ORANGE AC;6400,0;5664,904372;6487,0;5709,0;669,5555696613442;1,01359375;0,8800678279636196;0,89203125
2023-09-05;Convergents + Mobile;ORANGE AC;5561,111111111111;5490,230214;5872,0;5329,0;665,6617037480975;1,055904095904096;0,9075272479564033;0,9582617382617382
2023-09-06;Convergents + Mobile;ORANGE AC;5692,222222222223;5699,895307;5509,0;5259,0;664,652740939342;0,9678118290064415;0,9546197131965874;0,9238922506343938
2023-09-07;Convergents + Mobile;ORANGE AC;5181,111111111111;5022,685543;4880,0;4648,0;642,4689271944922;0,9418829079991421;0,9524590163934427;0,8971048681106584
2023-09-08;Convergents + Mobile;ORANGE AC;5232,222222222223;4927,820452;4792,0;4557,0;643,3015221707478;0,9158632406031004;0,9509599332220368;0,8709492461244425
2023-09-09;Convergents + Mobile;ORANGE AC;3266,666666666667;3119,963431;2564,0;2247,0;636,0127556411419;0,7848979591836734;0,8763650546021841;0,6878571428571428
2023-09-10;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-09-11;Convergents + Mobile;ORANGE AC;6380,0;5789,422169;5538,0;5387,0;635,8098805607129;0,868025078369906;0,972733838931022;0,8443573667711599
2023-09-12;Convergents + Mobile;ORANGE AC;5545,555555555556;5667,624682;5414,0;5117,0;643,5637273490917;0,9762772991384492;0,9451422238640561;0,9227208976157083
2023-09-13;Convergents + Mobile;ORANGE AC;5673,333333333334;5884,064249;6205,0;5698,0;638,0265136563103;1,0937132784958872;0,9182917002417406;1,0043478260869565
2023-09-14;Convergents + Mobile;ORANGE AC;5165,555555555556;5206,917602;4473,0;4267,0;660,6866871836926;0,8659281565928156;0,9539458976078694;0,8260486126048613
2023-09-15;Convergents + Mobile;ORANGE AC;5215,555555555556;5132,70975;5121,0;4641,0;638,422622316754;0,9818704729441841;0,9062683069712947;0,88983809118023
2023-09-16;Convergents + Mobile;ORANGE AC;3260,0;3234,944365;3296,0;3166,0;601,1561917981072;1,011042944785276;0,9605582524271845;0,9711656441717792
2023-09-17;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-09-18;Convergents + Mobile;ORANGE AC;6176,666666666667;5752,722187;6349,0;5941,0;654,7986041736789;1,0279007015650297;0,9357379114821232;0,96184565569347
2023-09-19;Convergents + Mobile;ORANGE AC;5368,888888888889;5594,353054;5005,0;4772,0;627,1876082355407;0,9322226821192053;0,9534465534465535;0,8888245033112583
2023-09-20;Convergents + Mobile;ORANGE AC;5493,333333333334;5822,674602;5363,0;5085,0;659,4476078307297;0,9762742718446601;0,948163341413388;0,9256674757281552
2023-09-21;Convergents + Mobile;ORANGE AC;5001,111111111111;5131,335219;5029,0;4651,0;682,7064343078247;1,0055765385469895;0,9248359514814078;0,9299933348144857
2023-09-22;Convergents + Mobile;ORANGE AC;5050,0;5011,638801;4755,0;4489,0;659,7073636525612;0,9415841584158415;0,9440588853838066;0,8889108910891089
2023-09-23;Convergents + Mobile;ORANGE AC;3153,333333333334;3173,031554;3056,0;2919,0;645,4249081164384;0,9691331923890062;0,9551701570680629;0,9256871035940801
2023-09-24;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-09-25;Convergents + Mobile;ORANGE AC;6260,0;5883,793551;5958,0;5694,0;668,6887722582909;0,9517571884984025;0,9556898288016112;0,9095846645367412
2023-09-26;Convergents + Mobile;ORANGE AC;5442,222222222223;5770,462054;4805,0;4688,0;653,7706922011507;0,8829113924050632;0,9756503642039542;0,8614128215598202
2023-09-27;Convergents + Mobile;ORANGE AC;5565,555555555556;5966,806818;5266,0;5065,0;659,0793759076558;0,9461768816130964;0,9618306114698063;0,9100618886005191
2023-09-28;Convergents + Mobile;ORANGE AC;5066,666666666667;5196,288829;4473,0;4249,0;644,1018594022123;0,882828947368421;0,9499217527386542;0,8386184210526315
2023-09-29;Convergents + Mobile;ORANGE AC;5114,444444444445;5122,232456;4959,0;4603,0;659,7605568542255;0,969606778188138;0,9282113329300262;0,8999999999999999
2023-09-30;Convergents + Mobile;ORANGE AC;3197,777777777778;3243,051995;2909,0;2717,0;649,4721853514907;0,9096942321056289;0,9339979374355448;0,8496525364836692
2023-10-01;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-10-02;Convergents + Mobile;ORANGE AC;6960,0;5767,140037;6288,0;5773,0;669,7059659666781;0,903448275862069;0,9180979643765903;0,8294540229885058
2023-10-03;Convergents + Mobile;ORANGE AC;6043,333333333334;5645,77174;5929,0;5601,0;662,4787227102303;0,9810810810810809;0,9446786979254512;0,9268063982349696
2023-10-04;Convergents + Mobile;ORANGE AC;6236,666666666667;5810,663584;5472,0;5063,0;673,6580069224683;0,8773917691074291;0,9252558479532164;0,811811865312667
2023-10-05;Convergents + Mobile;ORANGE AC;5664,444444444445;5073,467457;5685,0;4925,0;708,4776707817258;1,003628874068262;0,8663148636763413;0,8694586112200862
2023-10-06;Convergents + Mobile;ORANGE AC;5766,666666666667;5001,161507;5030,0;4715,0;682,9183662354188;0,8722543352601155;0,937375745526839;0,8176300578034682
2023-10-07;Convergents + Mobile;ORANGE AC;3546,666666666667;3139,863977;3576,0;3307,0;675,9031531707317;1,0082706766917293;0,9247762863534675;0,9324248120300751
2023-10-08;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-10-09;Convergents + Mobile;ORANGE AC;6601,111111111111;5623,099506;6250,0;5870,0;709,6425174105622;0,9468103012960781;0,9392;0,8892442349772766
2023-10-10;Convergents + Mobile;ORANGE AC;5731,111111111111;5489,891934;5038,0;4955,0;683,5909366498486;0,8790616518030244;0,9835252084160381;0,8645792943001163
2023-10-11;Convergents + Mobile;ORANGE AC;5915,555555555556;5651,724804;5207,0;5090,0;678,2474517566242;0,880221637866266;0,9775302477434223;0,8604432757325319
2023-10-12;Convergents + Mobile;ORANGE AC;5373,333333333334;5001,316116;4726,0;4487,0;699,2014604319751;0,8795285359801488;0,9494286923402454;0,8350496277915632
2023-10-13;Convergents + Mobile;ORANGE AC;5468,888888888889;4907,490826;5373,0;5073,0;695,493858547685;0,982466477041853;0,9441652707984366;0,9276107273466071
2023-10-14;Convergents + Mobile;ORANGE AC;3363,3333333333335;3107,092083;2777,0;2695,0;687,2857360296846;0,8256689791873142;0,9704717320849838;0,8012884043607532
2023-10-15;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-10-16;Convergents + Mobile;ORANGE AC;6276,666666666667;5715,760062;5525,0;5326,0;699,0274942026266;0,8802442910249602;0,9639819004524887;0,8485395645246946
2023-10-17;Convergents + Mobile;ORANGE AC;5450,0;5595,706177;4764,0;4633,0;678,9139113508847;0,8741284403669725;0,9725020990764064;0,850091743119266
2023-10-18;Convergents + Mobile;ORANGE AC;5623,333333333333;5760,287548;6001,0;5383,0;689,3819378915776;1,0671606401896858;0,8970171638060324;0,9572614107883818
2023-10-19;Convergents + Mobile;ORANGE AC;5108,888888888889;5097,385303;5130,0;4969,0;696,8441345736122;1,0041322314049588;0,968615984405458;0,9726185297955633
2023-10-20;Convergents + Mobile;ORANGE AC;5198,888888888889;5024,738482;4463,0;4272,0;668,1132350561272;0,8584526608249626;0,9572036746583016;0,8217140414618509
2023-10-21;Convergents + Mobile;ORANGE AC;3196,666666666667;3139,926045;3122,0;3002,0;680,6592791208791;0,9766423357664232;0,9615631005765535;0,9391032325338894
2023-10-22;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-10-23;Convergents + Mobile;ORANGE AC;6477,777777777778;5756,378388;5312,0;5232,0;677,2504152169756;0,8200343053173241;0,9849397590361446;0,8076843910806174
2023-10-24;Convergents + Mobile;ORANGE AC;5625,555555555556;5585,74719;4561,0;4442,0;681,7704234353895;0,8107643689512147;0,9739092304319228;0,789610902626901
2023-10-25;Convergents + Mobile;ORANGE AC;5805,555555555556;5726,684794;5202,0;4972,0;688,4857121858033;0,8960382775119617;0,9557862360630527;0,856421052631579
2023-10-26;Convergents + Mobile;ORANGE AC;5270,0;5067,649602;4799,0;4461,0;683,0324542460228;0,9106261859582543;0,9295686601375287;0,8464895635673624
2023-10-27;Convergents + Mobile;ORANGE AC;5366,666666666667;4995,426568;4730,0;4616,0;674,6785850335716;0,8813664596273292;0,9758985200845666;0,8601242236024844
2023-10-28;Convergents + Mobile;ORANGE AC;3301,1111111111113;3162,767062;2700,0;2643,0;646,5663464826021;0,8179064288118478;0,9788888888888889;0,8006395153147088
2023-10-29;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-10-30;Convergents + Mobile;ORANGE AC;6661,111111111111;6770,383777;5556,0;5476,0;678,5284292754152;0,8340950792326939;0,9856011519078474;0,8220850708924103
2023-10-31;Convergents + Mobile;ORANGE AC;5531,111111111111;6822,795448;4340,0;4287,0;657,2972925822254;0,7846524708718361;0,9877880184331798;0,7750703093611893
2023-11-01;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-02;Convergents + Mobile;ORANGE AC;6536,666666666667;6064,433466;5901,0;5598,0;661,1992879085551;0,9027536970933197;0,9486527707168276;0,8563997960224375
2023-11-03;Convergents + Mobile;ORANGE AC;5822,222222222223;5828,72401;4794,0;4744,0;638,1864799873604;0,8233969465648855;0,9895702962035878;0,8148091603053434
2023-11-04;Convergents + Mobile;ORANGE AC;3303,3333333333335;3674,8888;3014,0;2979,0;634,4730965088957;0,9124117053481332;0,9883875248838753;0,901816347124117
2023-11-05;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-06;Convergents + Mobile;ORANGE AC;5651,111111111111;5926,7233;5896,0;5774,0;662,9609709761163;1,0433346441211166;0,9793080054274084;1,021745969327566
2023-11-07;Convergents + Mobile;ORANGE AC;4915,555555555556;5812,564906;4941,0;4886,0;669,1959203029063;1,0051763110307415;0,9888686500708359;0,9939873417721519
2023-11-08;Convergents + Mobile;ORANGE AC;4973,333333333333;6023,278466;5188,0;5055,0;648,8867474995059;1,0431635388739946;0,9743639167309175;1,0164209115281502
2023-11-09;Convergents + Mobile;ORANGE AC;4536,666666666667;5280,285083;4605,0;4567,0;661,449797219181;1,0150624540778839;0,9917480998914223;1,0066862601028654
2023-11-10;Convergents + Mobile;ORANGE AC;4445,555555555556;5205,031613;4817,0;4506,0;658,269676747282;1,0835541114721319;0,9354369939796554;1,0135966008497874
2023-11-11;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-12;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-13;Convergents + Mobile;ORANGE AC;6433,333333333334;5254,337164;6584,0;5963,0;672,1454213507625;1,023419689119171;0,9056804374240583;0,9268911917098445
2023-11-14;Convergents + Mobile;ORANGE AC;4930,0;5153,130027;4668,0;4615,0;638,6263922443674;0,9468559837728194;0,9886461011139674;0,936105476673428
2023-11-15;Convergents + Mobile;ORANGE AC;4987,777777777777;5327,247184;4987,0;4823,0;655,6524493054116;0,9998440632657608;0,9671144976940044;0,9669636890175987
2023-11-16;Convergents + Mobile;ORANGE AC;4537,777777777778;4714,179852;4382,0;4298,0;644,9907873196835;0,9656709108716943;0,9808306709265175;0,9471596474045053
2023-11-17;Convergents + Mobile;ORANGE AC;4625,555555555556;4646,994391;5128,0;4658,0;661,3395009873364;1,108623588758107;0,9083463338533542;1,0070141724717752
2023-11-18;Convergents + Mobile;ORANGE AC;2815,5555555555557;2942,163316;3015,0;2963,0;623,0536415119811;1,0708366219415943;0,9827529021558872;1,0523677979479085
2023-11-19;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-20;Convergents + Mobile;ORANGE AC;5265,555555555556;5232,067781;5369,0;5198,0;631,9991800499712;1,019645494830133;0,9681504935742223;0,9871702890905254
2023-11-21;Convergents + Mobile;ORANGE AC;4900,0;5119,156013;4517,0;4485,0;641,2006769453735;0,9218367346938775;0,9929156519814036;0,9153061224489796
2023-11-22;Convergents + Mobile;ORANGE AC;4874,444444444444;5291,975744;4822,0;4611,0;633,6650900672305;0,9892409391383634;0,9562422231439237;0,9459539548666515
2023-11-23;Convergents + Mobile;ORANGE AC;4495,555555555556;4640,60788;3836,0;3809,0;648,1628477028091;0,8532871972318339;0,9929614181438999;0,8472812654473554
2023-11-24;Convergents + Mobile;ORANGE AC;4586,666666666667;4554,69183;4152,0;4101,0;632,1949294174995;0,9052325581395348;0,9877167630057804;0,8941133720930232
2023-11-25;Convergents + Mobile;ORANGE AC;2696,666666666667;2883,723562;2844,0;2724,0;643,2502912293578;1,0546353522867737;0,9578059071729957;1,0101359703337454
2023-11-26;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-11-27;Convergents + Mobile;ORANGE AC;5611,111111111111;5128,143994;5412,0;5359,0;627,7377000746408;0,9645148514851485;0,9902069475240207;0,955069306930693
2023-11-28;Convergents + Mobile;ORANGE AC;4903,333333333334;5029,367545;4381,0;4347,0;598,5876361398665;0,8934738273283479;0,9922392147911435;0,8865397688647177
2023-11-29;Convergents + Mobile;ORANGE AC;4908,888888888889;5221,432863;4768,0;4402,0;610,4245823034984;0,971299230421005;0,923238255033557;0,8967406066093255
2023-11-30;Convergents + Mobile;ORANGE AC;4713,333333333334;4620,542796;3969,0;3892,0;574,736432733813;0,8420792079207919;0,9805996472663139;0,8257425742574256
2023-12-01;Convergents + Mobile;ORANGE AC;4760,0;4515,13359;4628,0;4529,0;626,4904706504961;0,9722689075630252;0,9786084701815039;0,9514705882352941
2023-12-02;Convergents + Mobile;ORANGE AC;2902,2222222222226;2807,195313;2555,0;2443,0;652,3226056487924;0,8803598774885144;0,9561643835616438;0,8417687595712097
2023-12-03;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-12-04;Convergents + Mobile;ORANGE AC;5285,555555555556;5027,931772;4982,0;4915,0;614,7852409395973;0,9425688459112886;0,9865515857085508;0,9298927895732605
2023-12-05;Convergents + Mobile;ORANGE AC;4904,444444444445;4931,085574;4920,0;4665,0;601,6796984140592;1,0031717263253284;0,948170731707317;0,951178069777979
2023-12-06;Convergents + Mobile;ORANGE AC;5021,111111111111;5002,246055;5027,0;4787,0;627,8565871553885;1,001172825846426;0,9522578078376766;0,9533746404071697
2023-12-07;Convergents + Mobile;ORANGE AC;4770,0;4426,580324;4351,0;4237,0;613,3244713712533;0,9121593291404612;0,9737991266375546;0,8882599580712788
2023-12-08;Convergents + Mobile;ORANGE AC;4723,333333333334;4363,493669;4168,0;4047,0;655,5053999506295;0,8824276640790402;0,9709692898272553;0,8568101623147494
2023-12-09;Convergents + Mobile;ORANGE AC;2766,666666666667;2762,669787;2588,0;2491,0;595,3422422320353;0,9354216867469879;0,9625193199381762;0,9003614457831325
2023-12-10;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-12-11;Convergents + Mobile;ORANGE AC;5268,888888888889;4912,873293;5165,0;5061,0;634,9714977887463;0,9802825811893716;0,9798644724104549;0,9605440742302827
2023-12-12;Convergents + Mobile;ORANGE AC;5120,0;4796,402872;4369,0;4305,0;620,3806513237344;0,8533203125;0,9853513389791715;0,8408203125
2023-12-13;Convergents + Mobile;ORANGE AC;5056,666666666667;4956,897061;4729,0;4679,0;617,2013514316238;0,9352010547132498;0,9894269401564812;0,9253131179960448
2023-12-14;Convergents + Mobile;ORANGE AC;4582,222222222223;4386,450158;4177,0;4128,0;621,3584466812016;0,9115664403491754;0,9882690926502274;0,9008729388942773
2023-12-15;Convergents + Mobile;ORANGE AC;4463,333333333334;4323,935429;4486,0;4374,0;624,5534017812287;1,005078416728902;0,9750334373606777;0,979985063480209
2023-12-16;Convergents + Mobile;ORANGE AC;2582,222222222222;2737,624178;2623,0;2365,0;607,3800181318682;1,0157917383820998;0,9016393442622951;0,9158777969018933
2023-12-17;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-12-18;Convergents + Mobile;ORANGE AC;4854,444444444444;4878,232031;4837,0;4760,0;620,5623967693133;0,996406500343328;0,984081041968162;0,9805447470817121
2023-12-19;Convergents + Mobile;ORANGE AC;4692,222222222223;4735,734989;3867,0;3817,0;620,5016900597988;0,8241297655695002;0,987070080165503;0,8134738337674638
2023-12-20;Convergents + Mobile;ORANGE AC;4905,555555555556;4893,912346;4028,0;3992,0;606,8314347573834;0,8211098527746319;0,9910625620655412;0,8137712344280861
2023-12-21;Convergents + Mobile;ORANGE AC;3882,2222222222226;4330,713815;3223,0;3186,0;572,2202930249887;0,8301946193474526;0,9885200124107973;0,8206639954207211
2023-12-22;Convergents + Mobile;ORANGE AC;4143,333333333333;4268,993428;3060,0;3037,0;585,3304298524603;0,7385358004827032;0,992483660130719;0,7329847144006436
2023-12-23;Convergents + Mobile;ORANGE AC;2284,4444444444443;2702,83861;2128,0;1986,0;590,7909085628129;0,9315175097276265;0,9332706766917294;0,8693579766536965
2023-12-24;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-12-25;Convergents + Mobile;ORANGE AC;0,0;0,0;0,0;0,0;;;;
2023-12-26;Convergents + Mobile;ORANGE AC;5061,111111111111;5791,205477;3806,0;3766,0;586,7965518964573;0,7520087815587266;0,9894902785076195;0,74410537870472
2023-12-27;Convergents + Mobile;ORANGE AC;4606,666666666667;5985,256672;4325,0;4281,0;569,5786470432366;0,9388567293777134;0,9898265895953757;0,9293053545586106
2023-12-28;Convergents + Mobile;ORANGE AC;4250,0;5271,560406;4095,0;4050,0;572,4074529363254;0,9635294117647059;0,989010989010989;0,9529411764705882
2023-12-29;Convergents + Mobile;ORANGE AC;4346,666666666667;5174,80508;4574,0;4483,0;565,8223766418338;1,0523006134969324;0,980104940970704;1,0313650306748465
